brand_name,property_id,period,sessionDefaultChannelGrouping,sessions,totalUsers,conversions,engagementRate
Roth Home,325174168,Feb2025,Paid Social,1630,1415,1585,0.51165644171779145
Roth Home,325174168,Feb2025,Referral,1488,1364,75,0.17809139784946237
Roth Home,325174168,Feb2025,Cross-network,148,134,68,0.60135135135135132
Roth Home,325174168,Feb2025,Organic Social,57,52,26,0.56140350877192979
"Schaal Plumbing, Heating & Cooling",361659621,Feb2024,Paid Search,6860,5719,157,0.25597667638483967
"Schaal Plumbing, Heating & Cooling",361659621,Feb2024,Referral,2608,2434,15,0.18865030674846625
"Schaal Plumbing, Heating & Cooling",361659621,Feb2024,Organic Search,1751,1339,86,0.65448315248429467
"Schaal Plumbing, Heating & Cooling",361659621,Feb2024,Unassigned,1386,1332,375,0.15728715728715728
"Schaal Plumbing, Heating & Cooling",361659621,Feb2024,Direct,1286,1105,19,0.30559875583203733
"Schaal Plumbing, Heating & Cooling",361659621,Feb2024,Organic Social,34,31,0,0.29411764705882354
"Schaal Plumbing, Heating & Cooling",361659621,Feb2024,Display,26,25,0,0.30769230769230771
"Schaal Plumbing, Heating & Cooling",361659621,Feb2024,Organic Shopping,25,25,0,0
"Schaal Plumbing, Heating & Cooling",361659621,Feb2025,Organic Search,1619,1157,1229,0.68128474366893144
"Schaal Plumbing, Heating & Cooling",361659621,Feb2025,Paid Search,1415,1247,257,0.5045936395759717
"Schaal Plumbing, Heating & Cooling",361659621,Feb2025,Referral,1207,1115,558,0.21043910521955261
"Schaal Plumbing, Heating & Cooling",361659621,Feb2025,Direct,915,799,366,0.47540983606557374
"Schaal Plumbing, Heating & Cooling",361659621,Feb2025,Unassigned,837,758,307,0.13261648745519714
"Schaal Plumbing, Heating & Cooling",361659621,Feb2025,Organic Social,180,172,98,0.57222222222222219
"Schaal Plumbing, Heating & Cooling",361659621,Feb2025,Display,30,29,0,0.2
"Schaal Plumbing, Heating & Cooling",361659621,Feb2025,Organic Shopping,9,9,0,0
"Schaal Plumbing, Heating & Cooling",361659621,Feb2025,Paid Social,9,4,6,0.66666666666666663
Sunny Service,361722376,Feb2024,Referral,2443,2407,1,0.034383954154727794
Sunny Service,361722376,Feb2024,Unassigned,1346,974,19,0.18350668647845467
Sunny Service,361722376,Feb2024,Paid Search,689,633,11,0.18577648766328012
Sunny Service,361722376,Feb2024,Direct,660,603,13,0.23787878787878788
Sunny Service,361722376,Feb2024,Organic Social,455,435,1,0.074725274725274723
Sunny Service,361722376,Feb2024,Cross-network,421,376,14,0.34916864608076009
Sunny Service,361722376,Feb2024,Organic Search,297,248,10,0.45454545454545453
Sunny Service,361722376,Feb2024,Display,1,1,0,0
Sunny Service,361722376,Feb2025,Referral,958,935,1,0.050104384133611693
Sunny Service,361722376,Feb2025,Paid Social,851,796,5,0.21151586368977673
Sunny Service,361722376,Feb2025,Unassigned,449,453,55,0.044543429844097995
Sunny Service,361722376,Feb2025,Cross-network,375,346,7,0.35733333333333334
Sunny Service,361722376,Feb2025,Organic Search,358,282,25,0.55027932960893855
Sunny Service,361722376,Feb2025,Paid Search,344,305,12,0.502906976744186
Sunny Service,361722376,Feb2025,Direct,271,244,19,0.43173431734317341
Sunny Service,361722376,Feb2025,Organic Social,126,121,1,0.88095238095238093
Sunny Service,361722376,Feb2025,Email,5,5,0,0
Webb HVAC,361711756,Feb2024,Unassigned,661,533,0,0.18608169440242056
Webb HVAC,361711756,Feb2024,Referral,577,564,0,0.10571923743500866
Webb HVAC,361711756,Feb2024,Organic Search,565,446,8,0.67433628318584071
Webb HVAC,361711756,Feb2024,Paid Search,461,401,2,0.52277657266811284
Webb HVAC,361711756,Feb2024,Direct,444,374,0,0.37612612612612611
Webb HVAC,361711756,Feb2024,Cross-network,396,332,0,0.351010101010101
Webb HVAC,361711756,Feb2024,Organic Social,6,6,0,0.83333333333333337
Webb HVAC,361711756,Feb2024,Display,2,1,0,0
Webb HVAC,361711756,Feb2025,Organic Search,615,474,478,0.70081300813008129
Webb HVAC,361711756,Feb2025,Direct,470,416,175,0.474468085106383
Webb HVAC,361711756,Feb2025,Paid Search,381,324,142,0.5879265091863517
Webb HVAC,361711756,Feb2025,Referral,203,173,43,0.23645320197044334
Webb HVAC,361711756,Feb2025,Unassigned,111,471,81,0.13513513513513514
Webb HVAC,361711756,Feb2025,Organic Social,11,11,0,0.45454545454545453
Webb HVAC,361711756,Feb2025,Email,8,2,5,0.625
